"location","user_id","status_id","created_at","screen_name","text","source","retweet_count","country","country_code","bbox_coords","hashtags","coords_coords","geo_coords"
"Cardiff, Wales",,,"6/20/2020 14:16","OceanJohnson11","When I tweet about a country, I do not ever state that ALL the folk are bad. Every country has heroic animal rights activists. Most counties are bound by laws that their government inflict upon them. Each country has blood on their hands. Just go #vegan","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
"New Jersey",,,"6/20/2020 16:07","researchmrx","My bath bombs are just Ã‚Â£3 each, there's over 55 fragrances to choose from and you can have up to 2 colours per bomb <U+0001F601> 

Wax melts start from Ã‚Â£2! 
#bathbombs #smallbusiness #forsale #waxmelts #fragrances #freshbombs2020 #affordable #vegan #crueltyfree #colourful","drobapi",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Fairburn, GA",,,"6/26/2020 14:34","Derrick_Wolfrex","You'll Love These Mexican Stuffed Peppers with Quinoa and Black Beans

<U+0001F449> https://t.co/mw4TZjsaYj

 #recipes #vegan #glutenfree https://t.co/otM4nzsT5O","Twitter Web App",5,"","","NA NA NA NA NA NA NA NA","recipes vegan","NA NA","NA NA"
"Atlanta, GA",,,"6/26/2020 2:58","veganhippiesol","I promise thereÃ¢â‚¬â„¢s oatmeal underneath here. Breakfast is different today. Oatmeal topped with strawberries, coconut, apricot jam, banana, and cinnamon.<U+0001F331><U+0001F60D> #Vegan #Plantbased https://t.co/rfsqvKASDU","Twitter for iPhone",7,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Bramhall, Cheshire, SK7",,,"6/28/2020 12:16","ILoveBramhall","Our Senior newsletter is now available with a #Stockport quiz and some #vegan and #glutenfree #recipes for you to try over the weekend https://t.co/WshC61oK8x","Twitter for iPhone",3,"","","NA NA NA NA NA NA NA NA","Stockport vegan glutenfree recipes","NA NA","NA NA"
"New Zealand",,,"6/28/2020 19:20","MariadoMonte4","Hi beautiful peeps here's my yummilicious lasagna <U+0001F970><U+0001F60B> I made a simple salad with it and drizzled some balsamicglazeover it.  I'm so happy right now, it tasted amazing  <U+0001F970><U+0001F60B><U+0001F49A><U+0001F64F><U+0001F3FD><U+0001F60A><U+0001F957> #vegan #peacestartsonyourplate #veganfoodshare #govegan #homemade #plantpowered #lasagna https://t.co/tzGxYtobLm","Twitter Web App",18,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/20/2020 18:13","saatiku","From GG&amp;G hand made shoes
Location along side zenith bank Kaduna south
#khistorymonth #womenshistorymonth #cryptocurrency#womensday#happy #internationalwomensday #influencermarketing #opioid #healthinsurance #qa #funny #womeninstem #iwd2019 #ootd #vegan #traveltuesday #tbt https://t.co/t4gip4CdGL","Twitter for Android",5,"","","NA NA NA NA NA NA NA NA","khistorymonth womenshistorymonth","NA NA","NA NA"
"San Francisco, CA",,,"6/27/2020 9:45","LohasTopStories","This comfort cheese toastie can be made veggie or vegan. A naughty wee lunch to look forward to. https://t.co/8B4kfv3JVN #vegan #vegetarian #lunch https://t.co/rvoF4A27S7","Qureet Leads",5,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"kind of somewhere NW of.",,,"6/25/2020 20:43","AtchaJohn","Jewish Islamic Dialogue Society Connecting Hearts and Minds for Human Compassion and Peace
Please Help Retweet
@JIDSDMV
https://t.co/tvFD4nslJ8

<U+2665> <U+262E> <U+270C> <U+0001F337> <U+0001F30E>
#Peace #love #Art #Music #Vegan #rt #nct #BTS #got7 #jimin #exo #coronavirus #covid19 #BlackLivesMatter","Twitter for Android",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/21/2020 11:15","THTyler22","Sir Paul McCartney: ""If slaughterhouses had glass walls, who would want to eat meat  #SundayThoughts #SundayMotivation #vegetarian #Vegan #PaulMcCartney","Twitter for Android",4,"","","NA NA NA NA NA NA NA NA","SundayThoughts SundayMotivation","NA NA","NA NA"
"New Jersey",,,"6/28/2020 6:15","researchmrx","Many people will tell you can't lose weight because they don't want you to.

They don't want you to be healthy they don't care about you.

#healthygang  #healingisgangster #holistichealing #detoxgang #detox #weightloss #Diet #Vegan #plantbased  #alkaline #health #healthy","drobapi",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/26/2020 20:51","researchmrx","Good #vegan stuff, folks! https://t.co/iFRhynki86","drobapi",1,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"UK base, global reach.",,,"6/28/2020 14:21","itseasy2bVegan","My last meal before #Lockdown was @donerhausuk #Manchester reopening on 4th July, it was scrumptious, here's my review https://t.co/lw5bu8khrb ....I'm looking forward to a return visit #Vegan #Itseasy2bvegan https://t.co/itKgCR4MWl https://t.co/1Gp20zFjuT","Twitter for iPad",7,"","","NA NA NA NA NA NA NA NA","Lockdown Manchester","NA NA","NA NA"
"Colorado",,,"6/21/2020 21:27","EnergyDepDay","4-year old vegan dinner <U+2728>

<U+0001F331> mini gold potatoes, broccoli, and tofu #vegan #veganrecipe #dinnerideas #vegankid https://t.co/95v5pRqHas","Twitter for Android",4,"","","NA NA NA NA NA NA NA NA","vegan veganrecipe dinnerideas vegankid","NA NA","NA NA"
"Hendersonville, TN",,,"6/24/2020 16:51","hvillenews","Synonymous with Mediterranean kitchen is this Iconic supper food: OLIVES. 
https://t.co/HJ1jHQOOl6
#caferakka
#olive #superfood
#oliveoil #vegan #hummus #falafel #syrianfood #healthyfood #livefresh_eatfresh. https://t.co/jJSkJUHsu0","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","caferakka olive","NA NA","NA NA"
"",,,"6/25/2020 18:11","vehement_soup","Vegan Broccoli Cheese Soup made from real whole foods! ~ Veggie Inspired https://t.co/fvDZVkGtav #dairyfree #wfpb #plantbased #soup #vegan https://t.co/LvGkaM2TPV","vehement_soup",5,"","","NA NA NA NA NA NA NA NA","dairyfree wfpb","NA NA","NA NA"
"Glasgow/Trossachs Scotland",,,"6/22/2020 19:46","missdynamite74","@PhaedraXTeddy @VeganAdvocate1 @Oprah @andersoncooper @TuckerCarlson @BangFitPornHub @foxnewsalert Their dicks are so small it wouldn't matter anyway even if this were true. Vile people. #govegan #vegan","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
"",,,"6/25/2020 14:50","VeganGoodness","Looking for a quick and easy #vegan pancake &amp; waffle mix? Castle Kitchen is so easy and delicious. Get it from VWord https://t.co/DW8HB7dNWC https://t.co/NUmkzV7UUr","VeganGoodness",3,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Guildford, UK",,,"6/23/2020 13:56","shoot2scoot","WARNING!!! CORONAVIRUS OUTBREAK AT SLAUGHTERHOUSES!!! TRY VEGAN TODAY!!! #Vegan https://t.co/N2w0qwgrLq","Twitter Web App",3,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
"citizen of the world ",,,"6/22/2020 21:43","SimonTurkas","4 Reasons You Should Definitely Switch to a Vegan Diet 
https://t.co/aDAV94No5G  
@vegan @Veganella_ @LifeInTenerife @TheTanZelShow @TheVeganSociety @TotallyVeganCo @Go_Veganz @VeganRecipeApp @VeganLife_Mag @veganoutreach #WhatsSimonSaying #Vegan #Blog https://t.co/3IZS5mbjwm","Twitter for Android",18,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/28/2020 13:24","researchmrx","Since becoming #Vegan I haven't needed to use the microwave once. I probably added 10 years onto my life from the lack of radiation LOL. https://t.co/BI5Kb9olL8","drobapi",2,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
"England, United Kingdom",,,"6/22/2020 17:29","makey_laura","We recieved 767kg of these products today from Heron Foods! Drinks, great for children, beautiful puff pastry and vegan iced coffee!! Delicious <U+0001F60B>
#foodwaste #surplusfood  #sheffield  #socialenterprise #zerowaste #sustainable  #savethefood #southyorkshire  #savetheplanet #vegan https://t.co/7AUXk6gsKK","Twitter for Android",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/26/2020 14:36","Franchising247","Check out #ReserveDesignStudio for inclusive #vegan and #crueltyfree haircare! This #DowntownPGH salon plans to reopen soon and is a place where everyone is welcome!

https://t.co/HWi4ry8hyJ #pghsalon #supportlocal #reservedesign #pghhair #pghnails #hairandnails #veganhaircare","FS247 Bot",1,"","","NA NA NA NA NA NA NA NA","ReserveDesignStudio vegan crueltyfree DowntownPGH","NA NA","NA NA"
,,,,,,,,,,,,,
"United Kingdom",,,"6/22/2020 0:03","RTUKSeller","Check out Wax Melt Sampler Box  Wax Melt Gift Box  Sample Box   Soy Blend  Vegan Wax Melt  limited quantities left Ã‚Â£3.50 https://t.co/kkgzy58dIz <U+2066>@eBay_UK<U+2069> <U+2066>@UKeBayRT<U+2069> <U+2066>@UKeBayRT<U+2069> <U+2066>@RTUKSeller<U+2069> #waxmelts #candles #vegan #soywax #coconutwax #eBay #gift","Twitter for iPhone",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/28/2020 21:20","frayandybentos","7 Gift Ideas For RosÃƒÂ© Wine Lovers (+Vegan) - What is the best gift to give a rosÃƒÂ© wine lover? We have selected 7 great gift sets which include award-winning wines from...

https://t.co/xjoyogkjIV

@aixrose @abecketts @ChaseDistillery #wine #winelovers #vegan #aix #englishwine https://t.co/TDkQ3W9tpC","Twitter Web App",386,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Schweiz",,,"6/22/2020 18:10","Diet_Health_en","Packed with lots of veggies, this vegan chickpea noodle soup is a great, very mild sick day soup.  

https://t.co/tOrFpKpjks

#vegan #plantbased #vegansoup #chickpeas https://t.co/KS53RdekHa","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
"Bedford, MA",,,"6/25/2020 20:40","baconised","Park your #Healthy #Kale &amp;...erm... #Cucumber (?) #Smoothie on #soothing #Junkfood; our #Foodie #Coasters,Ã‚Â #3Dprinted to order in our #Etsy store (CHEERMEUP=20% off) https://t.co/0mZ7soZKAH #KingOf #Bacon #Vegan #Soy #Food #<U+30D7><U+30EC><U+30BC><U+30F3><U+30C8> #<U+30D9><U+30FC><U+30B3><U+30F3> #<U+30D3><U+30FC><U+30AC><U+30F3> #<U+30D1><U+30FC><U+30C6><U+30A3> #UKLateHour https://t.co/PBVdYlI7OU","Baconised",4,"","","NA NA NA NA NA NA NA NA","Healthy Kale Cucumber Smoothie soothing Junkfood Foodie Coasters 3Dprinted","NA NA","NA NA"
"New Jersey",,,"6/22/2020 2:48","researchmrx","Made a mouth watering Golden Oyster fried mushroom on a roll with Lettuce and vegan mayo. #vegan #vegetarian #plantbased #animalfree https://t.co/45FmvJAFHb","drobapi",2,"","","NA NA NA NA NA NA NA NA","vegan vegetarian plantbased","NA NA","NA NA"
,,,,,,,,,,,,,
"Gifhorn, Deutschland",,,"6/24/2020 20:24","FrankSeyen","You know when you just get that craving for roast potatoes..That! So I thought I better make pie and roasted broccoli to go with them lol<U+0001F970><U+0001F60B><U+0001F497> I roasted the potatoes with garlic and rosemary from my garden. Yummilicious <U+0001F60A><U+0001F331><U+0001F49A>
#vegan #peacestartsonyourplate #veganfood #GoVegan https://t.co/rDNta9s65M","Twitter for Android",4,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"UK",,,"6/26/2020 22:59","TuppAndSeahorse","Perfect pocket, bag, party or travel sized lotion bars and let's face it really, really cute too.

 #UKGiftHour #UKGiftAM 

https://t.co/N4FZMdEHcn

Available in the usual Venus &amp; Mars scents.

#vegan #skincare https://t.co/pdv6caMRrV","Twitter for Android",11,"","","NA NA NA NA NA NA NA NA","UKGiftHour","NA NA","NA NA"
"",,,"6/26/2020 11:10","LoveMyRedCat","PoptimeÃ¢â‚¬â„¢s Big &amp; Bold Sweet &amp; Salty lookin like a sweet summer snack! #poptimesnacks #popcorn #popcornlover #nongmo #vegan #glutenfree #koshersnacks #kosher #healthysnacks #saltysnacks #summeressentials #kettlecorn #sweetandsalty #sweetandsaltypopcorn https://t.co/w58EjaosSd","Twitter Web App",2,"","","NA NA NA NA NA NA NA NA","poptimesnacks popcorn popcornlover nongmo","NA NA","NA NA"
,,,,,,,,,,,,,
"New Jersey",,,"6/26/2020 15:53","researchmrx","Wedge master strikes again!!! So, third incarnation of the week - a splash of oil and a liberal covering of Cumin. A good rub into all the spuds and then in the oven for 30 mins on 200... <U+0001F918><U+0001F918><U+0001F918> #SpudLove #PlantPowered #PlantBased #Vegan https://t.co/Xs0H2erxQV","drobapi",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Vancouver, British Columbia",,,"6/27/2020 3:28","manifesto2000","Jewish Islamic Dialogue Society Connecting Hearts and Minds for Human Compassion and Peace
Please Help Retweet
@JIDSDMV
https://t.co/l8lBaWXRAk

<U+2665> <U+262E> <U+270C> <U+0001F337> <U+0001F30E>
#Peace #love #Art #Music #Vegan #rt #nct #BTS #got7 #jimin #exo #coronavirus #covid19 #BlackLivesMatter","Twitter Web App",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Bury St. Edmunds",,,"6/28/2020 6:21","ConsueloEtty","NEW IN and made by us. Vegan Soy Candles with Wood Wicks that crackle and lasts for hours. #jewelinsuffolk #crystalsforsale #crystals #suffolk #display #special #crystalenergy #gift #supportsmallbusiness #burystedmunds #eventplanners #handpicked #soy #candles #vegan #coconut https://t.co/nH5RYJZB6K","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","jewelinsuffolk","NA NA","NA NA"
"Europe",,,"6/21/2020 20:25","CarbonCraftLtd","Lettuce be happy <U+0001F331><U+0001F331><U+0001F609>
.
Visit these vegan friendly cities
<U+0001F447><U+0001F3FB><U+0001F60A>
https://t.co/GVeJtjCJVI
.
#Vegan #cities #veganism #veganfriendly #happy #saveAnimals #delicious #RecipesForThePeople #recipe #carboncraftltd #ideas #friendly https://t.co/IKeW2Mketl","Twitter for iPad",1,"","","NA NA NA NA NA NA NA NA","Vegan cities veganism","NA NA","NA NA"
"South Carolina, USA",,,"6/23/2020 17:03","phycoinsc","Hamburger steak with mushroom and onion gravy, mashed potatoes, and kale salad. I love finding ways to turn my favorite comfort foods #Vegan. 
 
#VeganFoodPorn #VeganPorn #VeganFoodPorn #VeganPorn
 
https://t.co/N9JL4EUMcB https://t.co/VnwDlnlbQA","TweetDeck",4,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/27/2020 20:18","SammieEllison1","Greek Dried Vegetables Flakes Mix Blend &amp; Mushrooms 

#meselopon #greekproducts #vegan #delicatessen #dietaryfiber #mediterraneandiet #driedvegetables #vegetables #mixedvegetables #mediterraneancuisine #cooking #foodie #mediterraneanfood #yummy #fungi #mushrooms #mushroom https://t.co/DM8RNwFmtW","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","meselopon greekproducts vegan delicatessen dietaryfiber","NA NA","NA NA"
"Baltimore, Maryland",,,"6/22/2020 14:59","THEbellajewels","#Vegan Strongman Launches Fundraiser To Release Comic Book On Animal-Rights @dante_kaigetsu  https://t.co/ajQfm23NKz","Twitter Web App",3,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
"San Francisco, CA",,,"6/26/2020 6:16","LohasTopStories","Garam Masala - Traditional Indian Spice Blend Recipe <U+27A1><U+FE0F> https://t.co/7BQGEgKVek

#ayurveda #AyurvedaTutorials #holistichealth #yoga #india #homemade #recipes #DIY #HealthyFood #spices #alternativemedicine #Cooking #vegan #glutenfree #weightloss #detox #Hindu #diet #food #kryddor https://t.co/CtGKO1BCnC","Qureet Leads",4,"","","NA NA NA NA NA NA NA NA","ayurveda AyurvedaTutorials","NA NA","NA NA"
"",,,"6/22/2020 17:23","lawashington_","Expand your horizons. <U+0001F305>
This past weekend I went to the Grant Park FamerÃ¢â‚¬â„¢s Market and this caught my eye. Double Doubles serves Trindadian street food and their most popular menu item, Doubles, was rich in flavor and an awesome treat. <U+0001F60C> #Vegan #Atlanta
Price breakdown: $8.00 https://t.co/dFEsSg0G4Y","Twitter for iPhone",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/24/2020 8:21","researchmrx","Yooooo @pana_organic IÃ¢â‚¬â„¢ve cream is half price at @woolworths. This is great news for me, bad news for my waist. 

#Vegan #PlantBased #Organic #IceCream https://t.co/iI4yfS7Vml","drobapi",2,"","","NA NA NA NA NA NA NA NA","Vegan","NA NA","NA NA"
"New Jersey",,,"6/26/2020 18:24","researchmrx","Exactly: #cities have a brief ""window"" to do something.  So where are #environmentalists?  https://t.co/QHyi2ykg9b Hello, #ExtinctionRebellion?  My take here https://t.co/xbAhRquSru #climatechange #GretaThunberg #animalrights #wildlife #Coronavirus #pandemic #Wuhan #vegan","drobapi",3,"","","NA NA NA NA NA NA NA NA","cities environmentalists","NA NA","NA NA"
"",,,"6/24/2020 17:08","book_foodie","@book_foodie Since then, the business has grown and now specialises in just luxury #vegan and #dairyfree fudge - 20 flavours thereof! #foodiebookclubhour","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","vegan dairyfree","NA NA","NA NA"
"New Jersey",,,"6/25/2020 12:56","researchmrx","Actions speak louder than words. If you say "" I love animals "",then why are you still eating them? 
What's holding you back from taking action today!?!
#govegan #vegan #plantbased #plantpower #veganstrong #veganmeme #veganshare #veganism #animals #environement #health #takeaction https://t.co/ZCzqz7migX","drobapi",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/21/2020 13:08","BlueWingTeal1","I am grateful to realize that my desires do not entitle me to add to another's suffering. - Zoe Weil #vegan https://t.co/R7sx8FISkB","Twitter for Android",2,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"Maryland, USA",,,"6/27/2020 21:02","plantsAndSun","CRIMSON BOWL
Source: https://t.co/B6ztgRF1Of

#smoothiebowl #smoothie #healthyfood #chocolate #cherry #beet #fruit #veggies #healthyeating #eatinghealthy #health #healthy #plantbased #nutrition #fitness #fitspo #wellness #yummy #tumblr #vegan #vegetarian #veganfood #healhyfood https://t.co/knzMMsAJa7","Twitter for iPhone",6,"","","NA NA NA NA NA NA NA NA","smoothiebowl smoothie healthyfood chocolate cherry beet fruit","NA NA","NA NA"
"",,,"6/24/2020 21:58","maryann_breece","The vegan lifestyle is a compassionate way to live that supports life, supports fairness... - Robert Cheeke #vegan https://t.co/Jil8SqiBVj","Twitter for Android",9,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"San Francisco, CA",,,"6/24/2020 5:30","LohasTopStories","Why not see what other #vegan designs we have?! https://t.co/v3Jx3SjBRa https://t.co/6UdilOcQU6","Qureet Leads",2,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"San Francisco, CA",,,"6/24/2020 14:16","LohasTopStories","Dutch Parliament Votes to Shut Down Remaining 128 Mink Fur Farms to Stop Spread of COVID-19.

Why is so much of this novel coronavirus spread tied to animal-killing industries?
 https://t.co/x7eXy8sVeN via @VegNews #vegan #vegetarian","Qureet Leads",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"",,,"6/24/2020 14:56","sunflowerkt_","I couldn't decided if I wanted twigs or grass so I had both <U+0001F331> #vegan https://t.co/R3mZW2eKrk","Twitter for iPhone",14,"","","NA NA NA NA NA NA NA NA","vegan","NA NA","NA NA"
"New Jersey",,,"6/26/2020 20:49","researchmrx","We are working to get ready to open for dine-in but we're not there yet. Our reopen team consists of staff who are finalizing our safety protocol. Watch for our re-open date.

Order PICKUPS &amp; DELIVERY at https://t.co/gGmerULdBr #vegan #vegetarian #plantbased #pickup  #delivery https://t.co/qlCDaBECS1","drobapi",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"Manchester",,,"6/20/2020 21:25","wolfgangwebster","Get my art printed on awesome products. Support me at Redbubble #RBandME:  https://t.co/Joilc0vJN7 #findyourthing #redbubble #bee #NSW  #cathpub #techno #charmhaven #Australia  #fac51 #techno #music #guitar #tshirt #aussiemen  #vegan #Newcastle #AussieRules #housemusic #beer","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","RBandME findyourthing","NA NA","NA NA"
"",,,"6/24/2020 0:42","Stevenaedw","Say hello to the only cookie youÃ¢â‚¬â„¢ll ever need (#Vegan + #GlutenFree) <U+0001F36A> https://t.co/9AfuWQegwH","Twitter Web App",3,"","","NA NA NA NA NA NA NA NA","Vegan GlutenFree","NA NA","NA NA"
"New Jersey",,,"6/28/2020 10:19","researchmrx","The inaugural issue of the Plant-Based Spotlight is out Enjoy plant-based recipes, interviews with influencers and celebrities, and articles on plant-based living and entertainment. To learn more, go to https://t.co/SccJL2Ntg4 #vegan #plantbased @PlantBasedNtwrk https://t.co/bkKTzX2ZOv","drobapi",4,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/24/2020 12:32","researchmrx","Summer is here and so is Regrowz exciting Summer Sale!! <U+0001F31E>
Stay tuned for Tomorrow's BIG SUMMER SALE <U+0001F31E><U+0001F31E><U+0001F31E><U+0001F31E>
#WednesdayWisdom #SummerSale #1daytogo #onlineshopping #discount #regrowz #vegan #organic #hairloss #haircare #veganfortheplanet #Plantbased  #CrueltyFree #Love https://t.co/UKCfoXzFnv","drobapi",1,"","","NA NA NA NA NA NA NA NA","WednesdayWisdom","NA NA","NA NA"
"New Jersey",,,"6/26/2020 14:05","researchmrx","Review | Order from these three restaurants, including @Shoukfood, and watch vegetables steal the show. #vegetarian #vegan #healthfood #plantbased https://t.co/F0i0ZFmgsl","drobapi",1,"","","NA NA NA NA NA NA NA NA","vegetarian vegan","NA NA","NA NA"
"",,,"6/28/2020 12:20","faithhopecare","Get your animal rights prints, coasters and stickers today!
<U+21AA><U+FE0F>https://t.co/rNaiCDTU9p

All proceeds go to Freedom for Animals<U+0001F98B><U+0001F43E>

#Vegan #Veganism #AnimalRights #AnimalLovers #AnimalFreedom https://t.co/pAKfEEECFG","Twitter Web App",5,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/25/2020 8:09","researchmrx","Vegan Reuben? Yes! Our Corned Beaf Ã‚Â® is 100% cholesterol free, hormone free, antibiotics free, cruelty free. #cornedbeef #veganism #vegan #veganmeat #delicious #plantbased #deli #COVID__19 #COVID #earthquake #GoVegan https://t.co/GxWZSFT0pa","drobapi",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/28/2020 11:26","researchmrx","The latest The Food Yoga Daily! https://t.co/vOCuboe2GK Thanks to @CannabisCactus @fitnessbiologic @MjesalicaRade #covid19 #vegan","drobapi",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
"New Jersey",,,"6/20/2020 19:07","researchmrx","Grill &amp; Roasted Veges for this <U+2600><U+FE0F> FatherÃ¢â‚¬â„¢s Day Weekend! #vegan #veganfood #vegetarian https://t.co/uUQoroa5yi","drobapi",4,"","","NA NA NA NA NA NA NA NA","vegan veganfood vegetarian","NA NA","NA NA"
"",,,"6/25/2020 7:44","VeganBot1","Stop eating babies! <U+0001F62B><U+0001F331>
#theveganvibe #vegan #vegans #veganism #animalrights #veganfood #veganquotes #veganmemes https://t.co/QCpiG2IGOv","Vegan On the Wall",2,"","","NA NA NA NA NA NA NA NA","theveganvibe vegan vegans veganism animalrights veganfood veganquotes veganmemes","NA NA","NA NA"
"New Jersey",,,"6/22/2020 9:49","researchmrx","Very nearly did a happy dance when I spotted this in @tesco wicked kitchen range #glutenfree #vegan #ravioi spanich &amp; wild garlic https://t.co/cQSW7d5WTK","drobapi",2,"","","NA NA NA NA NA NA NA NA","glutenfree vegan ravioi","NA NA","NA NA"
"",,,"6/23/2020 21:15","themaverickpr","We are introducing our NEW Fast-Acting Hemp Tinctures to our roster. With an onset time of 5-15 minutes and 5 times more bioavailability, our tinctures will change the way you think about hemp products! #WanaWellness #Fast-Acting #Tincture #Vegan #GlutenFree #Hemp #CBD https://t.co/c8A0NZQ8Kb","Twitter for iPhone",3,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"New Jersey",,,"6/25/2020 18:57","researchmrx","Celebrating diversity and PRIDE! <U+0001F3F3><U+FE0F><U+200D><U+0001F308>never be afraid of being who you are.           
Taking a bite out of summer with our upcoming online courses <U+0001F60B><U+0001F924> #sweetnutritionista #pridemonth #lgbtq #vegan #organic #glutenfree #nutfree #plantbased @PrideToronto #plantbasedcolor https://t.co/Ke6YDmxXCD","drobapi",2,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"United Kingdom",,,"6/28/2020 15:21","BloggersTribe","Ad // Shop everything Ethical Beauty with Live In The Light! <U+0001F33F><U+0001F951><U+0001F331> #AffiliateLink #Vegan #VeganMakeup #OrganicBeauty #VeganBeauty #BeautyBlogger #bloggerstribe #Bloggers #blogging <U+2935><U+FE0F><U+2935><U+FE0F><U+2935><U+FE0F>
 https://t.co/9Ns7cZOb2L https://t.co/Bww0jZAcfr","Twitter for iPhone",1,"","","NA NA NA NA NA NA NA NA","AffiliateLink Vegan VeganMakeup OrganicBeauty","NA NA","NA NA"
"NC",,,"6/27/2020 1:59","GG_Survey","Want 2 #win HABIT #NATURAL NAIL POLISH #giveaway?

<U+0001F90E>@Goodearthbeauty
<U+0001F90E>@GG_Survey
<U+0001F90E>#natural
<U+0001F90E>#vegan
 https://t.co/Z2dZ60kZyl","Twitter for iPad",3,"","","NA NA NA NA NA NA NA NA","win NATURAL giveaway natural vegan","NA NA","NA NA"
,,,,,,,,,,,,,
"",,,"6/23/2020 15:04","Luana84473134","The use of antibiotics, hormones, and a number of additives that are supplied to farm animals to accelerate their growth, genetic modification, or fattening, are causing the creation of new VIRUS and bacteria that mutate and are resistant to antibiotics #GoVegan 
 #Vegan #COVID19 https://t.co/C4WsLt7NWq","Twitter for Android",258,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"London",,,"6/24/2020 16:31","cbmultimedia","Macka B's Medical Monday 'Thyme' (REFIX/THROWBACK)

Follow Macka B
https://t.co/PqDkJYPimL          
https://t.co/KU44tLBMXe    
https://t.co/TTkgctimrs  

#mackab #Reggae #vegan #Health #thyme https://t.co/pY9YGCH3Mz","Twitter Web App",42,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
"San Francisco, CA",,,"6/20/2020 17:46","LohasTopStories","The new #vegan and #vegetarian offering in #Altrincham is getting a step closer  

Signs going up https://t.co/jDn0MCvcnC","Qureet Leads",5,"","","NA NA NA NA NA NA NA NA","vegan vegetarian Altrincham","NA NA","NA NA"
"Kent UK",,,"6/26/2020 18:09","theretreat30","Have a brilliant butterfly effect<U+0001F98B><U+0001F496>

Help @TheRetreat30 to survive the #lockdown<U+0001F64F>

""The Retreat is a little heaven on earth"" @PeterEgan6

https://t.co/dBpR1Jbnzq

@RickyGervais @MissGemCollins @Protect_Wldlife @Ivy_MiddletonUK @Animal_Watch @zbleumoon
#WednesdayWisdom #vegan<U+0001F496> https://t.co/ENXlWG1fYg","Twitter Web App",86,"","","NA NA NA NA NA NA NA NA","lockdown","NA NA","NA NA"
"",,,"6/25/2020 8:44","VeganBot1","people with autoimmune conditions for example are often highly reactive to sugar, starch / carbs &amp; lectins &amp; oxalates.  But remember, veganism isn't about the environment or our health - it's about the animals #Vegan #govegan https://t.co/RqvkMVgvz9","Vegan On the Wall",1,"","","NA NA NA NA NA NA NA NA","","NA NA","NA NA"
